Option Name,Developer,Contact,Address,Wi-Fi,Year Built,Units,URL
2052 4th St,,,"2052 4th St, Cuyahoga Falls, OH 44221",False,1974,12,https://www.apartments.com/2052-4th-st-cuyahoga-falls-oh/dmyy86j/
420 White Pond Dr,,,"420 White Pond Dr, Akron, OH 44320",False,1985,,https://www.apartments.com/420-white-pond-dr-akron-oh/qjtt7zw/
31 N Pershing Ave,,,"31 N Pershing Ave, Akron, OH 44313",False,1951,,https://www.apartments.com/31-n-pershing-ave-akron-oh/2x1qrnc/
1247 W Waterloo Rd,,,"1247 W Waterloo Rd, Akron, OH 44314",False,1968,,https://www.apartments.com/1247-w-waterloo-rd-akron-oh/gerkbex/
White Pond Apartments,,,"404-406 White Pond Dr, Akron, OH 44320",False,2000,16,https://www.apartments.com/white-pond-apartments-akron-oh/g9ehjvw/
Hollenden House,,,"727 Hancock Ave, Akron, OH 44314",False,1960,16,https://www.apartments.com/hollenden-house-akron-oh/yr49q1s/
445 Canton Rd,,,"445 Canton Rd, Akron, OH 44312",False,1959,,https://www.apartments.com/445-canton-rd-akron-oh/822gh63/
38 N Pershing Ave,,,"38 N Pershing Ave, Akron, OH 44313",False,1947,,https://www.apartments.com/38-n-pershing-ave-akron-oh/wwvnc8h/
2587-2591 27th St SW,,,"2587-2591 27th St SW, Akron, OH 44314",False,1922,,https://www.apartments.com/2587-2591-27th-st-sw-akron-oh/0hehqx0/
44 N Pershing Ave,,,"44 N Pershing Ave, Akron, OH 44313",False,1947,,https://www.apartments.com/44-n-pershing-ave-akron-oh/x27mfjm/
Fairlawn Manor apartments,,,"2010-2020 W Market St, Akron, OH 44313",False,1955,26,https://www.apartments.com/fairlawn-manor-apartments-akron-oh/wd0g1zj/
2015 Newberry St,,,"2015 Newberry St, Cuyahoga Falls, OH 44221",False,1971,16,https://www.apartments.com/2015-newberry-st-cuyahoga-falls-oh/f9vzqcs/
2150 4th St,,,"2150 4th St, Cuyahoga Falls, OH 44221",False,1918,,https://www.apartments.com/2150-4th-st-cuyahoga-falls-oh/hkjngd1/
60-68 N Pershing Ave,,,"60-68 N Pershing Ave, Akron, OH 44313",False,1971,,https://www.apartments.com/60-68-n-pershing-ave-akron-oh/2qfwwxb/
Bai Park Apartments,,,"1724 Bailey Rd, Cuyahoga Falls, OH 44221",False,1969,17,https://www.apartments.com/bai-park-apartments-cuyahoga-falls-oh/6kzrdvv/
1972 White Pond Dr,,,"1972 White Pond Dr, Akron, OH 44313",False,1970,74,https://www.apartments.com/1972-white-pond-dr-akron-oh/2mph3fc/
2160-2180 Thurmont Rd,,,"2160-2180 Thurmont Rd, Akron, OH 44313",False,,14,https://www.apartments.com/2160-2180-thurmont-rd-akron-oh/jlq6nn4/
Tribeca Apartments,,,"1982 White Pond Dr, Akron, OH 44313",False,1956,,https://www.apartments.com/tribeca-apartments-akron-oh/fznmv1r/
2033 W Market St,,,"2033 W Market St, Akron, OH 44313",False,1954,,https://www.apartments.com/2033-w-market-st-akron-oh/ppf0h7t/
464-474 Treeside Dr,,,"464-474 Treeside Dr, Akron, OH 44313",False,1960,,https://www.apartments.com/464-474-treeside-dr-akron-oh/w2d7x7k/
482 Treeside Dr,,,"482 Treeside Dr, Akron, OH 44313",False,,,https://www.apartments.com/482-treeside-dr-akron-oh/xtbxvbp/
2051 W Market St,,,"2051 W Market St, Akron, OH 44313",False,1942,,https://www.apartments.com/2051-w-market-st-akron-oh/8h48tw1/
502 Treeside Dr,,,"502 Treeside Dr, Akron, OH 44313",False,,,https://www.apartments.com/502-treeside-dr-akron-oh/sztbpr7/
West Akron,,,"2161-2171 Thurmont Rd, Akron, OH 44313",False,1962,10,https://www.apartments.com/west-akron-akron-oh/w5vn1nl/
2595 Terrace Ave,,,"2595 Terrace Ave, Akron, OH 44312",False,1978,12,https://www.apartments.com/2595-terrace-ave-akron-oh/re851t0/
1330 W Waterloo Rd,,,"1330 W Waterloo Rd, Akron, OH 44314",False,1964,,https://www.apartments.com/1330-w-waterloo-rd-akron-oh/qjjfefx/
532 Treeside Dr,,,"532 Treeside Dr, Akron, OH 44313",False,,,https://www.apartments.com/532-treeside-dr-akron-oh/rdjz0z0/
2245 4th St,,,"2245 4th St, Cuyahoga Falls, OH 44221",False,1928,,https://www.apartments.com/2245-4th-st-cuyahoga-falls-oh/6px89zs/
450 Zahn Dr,,,"450 Zahn Dr, Akron, OH 44313",False,1963,20,https://www.apartments.com/450-zahn-dr-akron-oh/kk9nvcb/
Ellet Ave Apartments,,,"2615 Ellet Ave, Akron, OH 44312",False,1967,16,https://www.apartments.com/ellet-ave-apartments-akron-oh/539km2n/
552 Treeside Dr,,,"552 Treeside Dr, Akron, OH 44313",False,1963,,https://www.apartments.com/552-treeside-dr-akron-oh/vmsncgd/
Nestor Ave Apartments,,,"1170 Nestor Ave, Akron, OH 44314",False,1966,40,https://www.apartments.com/nestor-ave-apartments-akron-oh/59x9ssp/
558 Treeside Dr,,,"558 Treeside Dr, Akron, OH 44313",False,1963,,https://www.apartments.com/558-treeside-dr-akron-oh/jdjl507/
2605 Terrace Ave,,,"2605 Terrace Ave, Akron, OH 44312",False,1978,12,https://www.apartments.com/2605-terrace-ave-akron-oh/35hrf7g/
2067-2093 Newberry St,,,"2067-2093 Newberry St, Cuyahoga Falls, OH 44221",False,2004,18,https://www.apartments.com/2067-2093-newberry-st-cuyahoga-falls-oh/5l4t4xn/
518 Myrtle Ave,,,"518 Myrtle Ave, Cuyahoga Falls, OH 44221",False,1965,,https://www.apartments.com/518-myrtle-ave-cuyahoga-falls-oh/3hdjwkd/
598 Treeside Dr,,,"598 Treeside Dr, Akron, OH 44313",False,1964,,https://www.apartments.com/598-treeside-dr-akron-oh/h6v2gs1/
470-480 Zahn Dr,,,"470-480 Zahn Dr, Akron, OH 44313",False,1965,14,https://www.apartments.com/470-480-zahn-dr-akron-oh/kzwe2p8/
488-490 Zahn Dr,,,"488-490 Zahn Dr, Akron, OH 44313",False,,,https://www.apartments.com/488-490-zahn-dr-akron-oh/tx7x639/
606-616 Treeside Dr,,,"606-616 Treeside Dr, Akron, OH 44313",False,1962,,https://www.apartments.com/606-616-treeside-dr-akron-oh/l64tehf/
2632 Ellet Ave,,,"2632 Ellet Ave, Akron, OH 44312",False,1977,16,https://www.apartments.com/2632-ellet-ave-akron-oh/49dz5vl/
Park West,,,"1734-1756 Cromwell, Akron, OH 44313",False,1963,36,https://www.apartments.com/park-west-akron-oh/rj0n193/
338 E Portage Trl,,,"338 E Portage Trl, Cuyahoga Falls, OH 44221",False,1976,,https://www.apartments.com/338-e-portage-trl-cuyahoga-falls-oh/pye0s2r/
Oak Creek Apartments,,,"1343 Massillon Rd, Akron, OH 44306",False,1996,72,https://www.apartments.com/oak-creek-apartments-akron-oh/ffylwjt/
1721-1733 Cromwell Dr,,,"1721-1733 Cromwell Dr, Akron, OH 44313",False,1970,10,https://www.apartments.com/1721-1733-cromwell-dr-akron-oh/hb4qmk0/
1686-1694 Karg Dr,,,"1686-1694 Karg Dr, Akron, OH 44313",False,1967,,https://www.apartments.com/1686-1694-karg-dr-akron-oh/gnn4syz/
Dominion Townhomes,,,"1719-1723 Dominion Dr, Akron, OH 44313",False,1976,19,https://www.apartments.com/dominion-townhomes-akron-oh/tjk7eb8/
341-347 E Portage Trl,,,"341-347 E Portage Trl, Cuyahoga Falls, OH 44221",False,1984,,https://www.apartments.com/341-347-e-portage-trl-cuyahoga-falls-oh/hjq31x1/
312 Jackson Ave,,,"312 Jackson Ave, Cuyahoga Falls, OH 44221",False,,10,https://www.apartments.com/312-jackson-ave-cuyahoga-falls-oh/jnk3j07/
Dominion Townhomes 18,,,"1716 Dominion Dr, Akron, OH 44313",False,1973,,https://www.apartments.com/dominion-townhomes-18-akron-oh/bjqkghc/
1781 Cromwell Dr,,,"1781 Cromwell Dr, Akron, OH 44313",False,1964,,https://www.apartments.com/1781-cromwell-dr-akron-oh/8cmh9b0/
1803 Cromwell Dr,,,"1803 Cromwell Dr, Akron, OH 44313",False,1969,,https://www.apartments.com/1803-cromwell-dr-akron-oh/wyz0zpj/
Willow Run Apartments,,,"1367 Doty Dr, Akron, OH 44306",False,1981,76,https://www.apartments.com/willow-run-apartments-akron-oh/sxkcgy6/
1796 Cromwell Dr,,,"1796 Cromwell Dr, Akron, OH 44313",False,1967,,https://www.apartments.com/1796-cromwell-dr-akron-oh/esdhjsm/
1821 Cromwell Dr,,,"1821 Cromwell Dr, Akron, OH 44313",False,1963,,https://www.apartments.com/1821-cromwell-dr-akron-oh/86bbfq0/
1213 Northmoreland Ave,,,"1213 Northmoreland Ave, Cuyahoga Falls, OH 44221",False,1969,14,https://www.apartments.com/1213-northmoreland-ave-cuyahoga-falls-oh/0pl12t2/
2578 State Rd,,,"2578 State Rd, Cuyahoga Falls, OH 44223",False,1949,,https://www.apartments.com/2578-state-rd-cuyahoga-falls-oh/js5rp25/
2370 2nd St,,,"2370 2nd St, Cuyahoga Falls, OH 44221",False,1976,,https://www.apartments.com/2370-2nd-st-cuyahoga-falls-oh/l4wgrpf/
2409 4th St,,,"2409 4th St, Cuyahoga Falls, OH 44221",False,1928,,https://www.apartments.com/2409-4th-st-cuyahoga-falls-oh/wvstqzl/
450 Center Ave,,,"450 Center Ave, Cuyahoga Falls, OH 44221",False,1978,18,https://www.apartments.com/450-center-ave-cuyahoga-falls-oh/6e40xws/
1861-1873 Cromwell Dr,,,"1861-1873 Cromwell Dr, Akron, OH 44313",False,1972,,https://www.apartments.com/1861-1873-cromwell-dr-akron-oh/kms0lcb/
Center Street Commons,,,"475 Center Ave, Cuyahoga Falls, OH 44221",False,2005,14,https://www.apartments.com/center-street-commons-cuyahoga-falls-oh/rhxgl62/
513 Center Ave,,,"513 Center Ave, Cuyahoga Falls, OH 44221",False,1970,10,https://www.apartments.com/513-center-ave-cuyahoga-falls-oh/8l9tzp0/
Portage View West,,,"235-255 W Portage Trail Ext, Cuyahoga Falls, OH 44223",False,2002,19,https://www.apartments.com/portage-view-west-cuyahoga-falls-oh/s2884b5/
Hidden Hills,,,"211-219 Portage Trail Ext W, Cuyahoga Falls, OH 44223",False,1995,32,https://www.apartments.com/hidden-hills-cuyahoga-falls-oh/wkt21jk/
2453 4th St,,,"2453 4th St, Cuyahoga Falls, OH 44221",False,1923,,https://www.apartments.com/2453-4th-st-cuyahoga-falls-oh/tv7tsh9/
Tallmadge Pointe,,,"306 Northeast Ave, Tallmadge, OH 44278",False,2002,60,https://www.apartments.com/tallmadge-pointe-tallmadge-oh/1v9c117/
2092 Braewick Dr,,,"2092 Braewick Dr, Akron, OH 44313",False,1972,,https://www.apartments.com/2092-braewick-dr-akron-oh/mp4fpkk/
2467 4th St,,,"2467 4th St, Cuyahoga Falls, OH 44221",False,1929,,https://www.apartments.com/2467-4th-st-cuyahoga-falls-oh/fnjn2yv/
Multi Family Bldg,,,"2948 Mogadore Rd, Akron, OH 44312",False,1963,,https://www.apartments.com/multi-family-bldg-akron-oh/783bggy/
1718 Schiller Ave,,,"1718 Schiller Ave, Cuyahoga Falls, OH 44223",False,1973,10,https://www.apartments.com/1718-schiller-ave-cuyahoga-falls-oh/lzdb8kd/
Center Park Place,,,"737 Center Ave, Cuyahoga Falls, OH 44221",False,1975,31,https://www.apartments.com/center-park-place-cuyahoga-falls-oh/280tq38/
2103-2115 Braewick Cir,,,"2103-2115 Braewick Cir, Akron, OH 44313",False,1949,15,https://www.apartments.com/2103-2115-braewick-cir-akron-oh/572wb7p/
520-542 High Grove Blvd,,,"520-542 High Grove Blvd, Akron, OH 44312",False,1960,28,https://www.apartments.com/520-542-high-grove-blvd-akron-oh/9j01hz4/
2486 Front St,,,"2486 Front St, Cuyahoga Falls, OH 44221",False,1980,,https://www.apartments.com/2486-front-st-cuyahoga-falls-oh/1b395d5/
2479 2nd St,,,"2479 2nd St, Cuyahoga Falls, OH 44221",False,1977,10,https://www.apartments.com/2479-2nd-st-cuyahoga-falls-oh/hrl78y2/
Pine Mill Ridge Apartments,,,"525 Meredith Ln, Cuyahoga Falls, OH 44223",False,1981,21,https://www.apartments.com/pine-mill-ridge-apartments-cuyahoga-falls-oh/nkwm22n/
211 W State St,,,"211 W State St, Barberton, OH 44203",False,1950,,https://www.apartments.com/211-w-state-st-barberton-oh/y3w61nv/
2425 Northland St,,,"2425 Northland St, Cuyahoga Falls, OH 44221",False,1966,11,https://www.apartments.com/2425-northland-st-cuyahoga-falls-oh/p5tng5v/
2431 Northland St,,,"2431 Northland St, Cuyahoga Falls, OH 44221",False,1971,,https://www.apartments.com/2431-northland-st-cuyahoga-falls-oh/zcvp6fz/
3012-3038 N Turkeyfoot Rd,,,"3012-3038 N Turkeyfoot Rd, Akron, OH 44319",False,,12,https://www.apartments.com/3012-3038-n-turkeyfoot-rd-akron-oh/rfdx8k1/
2435 Russell St,,,"2435 Russell St, Cuyahoga Falls, OH 44221",False,1969,16,https://www.apartments.com/2435-russell-st-cuyahoga-falls-oh/0914k03/
Hunter's Trail Apartments,,,"447 Northeast Ave, Tallmadge, OH 44278",False,2005,40,https://www.apartments.com/hunters-trail-apartments-tallmadge-oh/7s233cw/
2555 2nd St,,,"2555 2nd St, Cuyahoga Falls, OH 44221",False,,,https://www.apartments.com/2555-2nd-st-cuyahoga-falls-oh/bxvmg9b/
Liberty Commons Apartments,,,"2450 Beech St, Cuyahoga Falls, OH 44221",False,1973,,https://www.apartments.com/liberty-commons-apartments-cuyahoga-falls-oh/xclv3km/
3019-3039 N Turkeyfoot Rd,,,"3019-3039 N Turkeyfoot Rd, Akron, OH 44319",False,,,https://www.apartments.com/3019-3039-n-turkeyfoot-rd-akron-oh/wrzz80k/
